Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
6002G,NGS Oncotype DX breast,34.1.3,New code added in June 2018,,True,
6003G,NGS Oncotype DX prostate,34.1.3,New code added in June 2018,,True,
6004G,"CLINICAL EXOM SEQUENCING MPLA 
",34.1.3,New code added in March 2018Code inactivated in October 2022Code inactivated in October 2022Code inactivated in February 2022,,False,
6004G,NGS Oncotype DX colon,34.1.3,New code added in June 2018,,True,
6005G,NGS Prosigna,34.1.3,New code added in June 2018,,True,
6006G,Clinical Exom Sequencing MPLA,34.0.0,New code added in September 2019,,True,
6010B,Acid Maltase panel (for Pompe disease),34.1.3,New code added in September 2021,,True,
6010G,Acid Maltase panel (for Pompe disease),34.1.3,New code added in September 2021,,True,
6050G,NGS -PDHA gene sequencing,34.1.3,New code added in June 2018,,True,
6051G,Select MDx for Prostate Cancer,34.0.0,New code added in August 2019,,True,
64300,Echocardiography (including reporting) as sole procedure,31.0.0,,,True,CD019
64301,Echocardiography including bubble contrast (including reporting) as sole procedure,0.0.0,New code added in October 2024,,True,
64302,Transoesophageal echocardiography (including reporting) (as sole procedure),31.0.0,Narrative change from 'Transoesophageal echocardiography (including reporting)' to 'Transoesophageal echocardiography (including reporting) (as sole procedure)' in December 2014,,True,
6501G,Mitochondrial full sequencing,34.1.3,,Replaces code ?8177B,True,
6502G,Tubular sclerosis gene sequencing & deletion MLPA,34.1.3,,Replaces code ?8214B,True,
6503G,NGS - PDHB gene sequencing,34.1.3,New code added in June 2018,,True,
6504G,NGS - FBN2 gene sequencing,34.1.3,New code added in June 2018,,True,
6506G,NGS - CYP1B1 gene sequencing,34.1.3,New code added in June 2018,,True,
6508G,NGS - ADAMTSL2 gene sequencing,34.1.3,New code added in June 2018,,True,
6509G,NGS - Factor VIII mutations,34.1.3,New code added in June 2018,,True,
6510G,NGS - Familial Hypercholesterolaemia gene sequencing,34.1.3,New code added in June 2018,,True,
6511G,NGS - DNA sequencing to exclude hereditary amyloidosis,34.1.3,New code added in June 2018,,True,
6512G,NGS - Haemophilia A and B sequencing,34.1.3,New code added in June 2018,,True,
6513G,Alport Syndrome NGS panel,34.1.3,New code added in October 2022,,True,
7000B,Staphylococcus aureus anti nuclease antibody,34.3.0,,,True,
7001G,Next generations sequencing (NGS) - Caris,34.5.0,New code added in October 2014Narrative change from 'Next generations sequencing (NGS) molecular profiling - Caris' to 'Next generations sequencing (NGS) - Caris' in June 2019,Replaces code ?7331B,True,
7002G,Molecular Profiling Sarah Cannon 22 gene,34.1.3,New code added in June 2018Code inactivated in February 2022,,False,
7003G,Molecular Profiling Sarah Cannon 50 gene,34.1.3,New code added in June 2018Code inactivated in February 2022,,False,
7003U,Pregnancy test,34.1.0,,,True,
7004G,FoundationOne Liquid,34.1.3,New code added in June 2018Narrative change from 'Molecular Profiling Foundation One' to 'FoundationOne Liquid' in June 2019,,True,
7005G,Molecular Profiling Oncodeep,34.1.3,New code added in June 2018,,True,
7005U,17 ketosteroids,34.1.1,,,True,
7006G,Molecular Profiling Oncoselect,34.1.3,New code added in June 2018,,True,
7007B,RH & K phenotype,34.0.0,New code added in August 2020,,True,
7007G,FoundationOne Heme,34.0.0,New code added in October 2019,,True,
7008B,Kell group,34.2.0,,,True,
7008G,Sarah Cannon MGP-4,34.1.3,New code added in February 2022,,True,
7009B,Acetylcholinesterase isoenzymes,34.1.1,,,True,
7009G,Sarah Cannon MGP-5,34.1.3,New code added in October 2022,,True,
7010B,A1AT genotyping,34.1.1,,,True,
7010G,FoundationOne CDx,34.0.0,New code added in June 2019,,True,
7011B,ACHR Cluster Antibodies,34.5.0,New code added in August 2023,,True,
7011G,Oncofocus precision oncology test,34.1.1,New code added in June 2019,,True,
7012F,Amoebic stool AG,34.4.0,,,True,
7013F,Anal cytology thin prep,34.5.0,,,True,
7014O,Tunel test,34.1.3,,,True,
7015B,Anti HU antibodies,34.3.0,,,True,8278B
7016B,Anti JO antibodies,34.3.0,,,True,
7017B,Rabies antibody-immunity,34.4.0,,,True,
7018B,SCL 70,34.3.0,,,True,
7019O,Antisperm AB S,34.3.0,,,True,
7020B,Apolipoprotein C3,34.1.1,,,True,
7021B,Collagen antibodies,34.3.0,,,True,
7022B,21 hydroxylase antibody,34.1.1,,,True,
7023B,Histamine releasing chronic urticaria,34.3.0,,,True,
7024B,Bilharzia (schist) fat,34.4.0,,,True,
7025B,Bilharzia  IHA,34.4.0,,,True,
7026B,Benzene,34.1.1,,,True,
7027B,Lead  ZPP and HB,34.2.0,,,True,
7028B,M2-pyruvate kinase,34.3.0,,,True,
7029O,Amylase isoenzymes,34.1.1,,,True,
7030B,Myelin basic protein abs,34.3.0,,,True,
7031B,Lutein,34.1.1,,,True,
7032O,"Porphyrins - full (blood, stool & urine porphyrins screen)",34.1.1,,,True,
7033B,Borrelia southern blot,34.4.0,,,True,
7034B,Chromogranin A,34.1.1,,,True,
7035B,CD19  lymphocyte count,34.2.0,,,True,
7036B,CD20,34.2.0,,,True,
7037B,CD21,34.2.0,,,True,
7038B,CD4 count (helper t lymp),34.2.0,,,True,
7039B,Tissue transglutaminase IgA antibodies,34.3.0,,,True,
7040B,Tissue transglutaminase IgG antibodies,34.3.0,,,True,
7041F,M2-PK,34.1.1,,,True,
7042B,Carbohydrate deficient gylcoprotein,34.1.1,,,True,
7043C,Cryptococcal  antigen,34.4.0,,,True,
7044C,Viral PCR (CSF),34.4.0,,,True,
7045B,Babesiae parasites,34.4.0,,,True,
7046B,Hepatitis D RNA by PCR,34.4.0,,,True,
7047B,Early CDT-lung,34.3.0,,,True,
7050F,Faecal calprotectin and elastase,34.1.1,,,True,
7052B,"Female hormone profile (including luteinizing, follicle-stimulating hormone, prolactin and oestradiol)",34.1.1,"Narrative change from 'Female hormone profile' to 'Female hormone profile (including luteinizing, follicle-stimulating hormone, prolactin and oestradiol)' in August 2015",,True,"0877B, 1468B, 8075B"
7053B,Testosterone - free,34.1.1,,,True,
7055B,GQ 1B antibodies,34.3.0,,,True,
7056O,H.Ducreyi by PCR,34.4.0,,,True,
7057B,HDL2 & HDL3 fractions,34.4.0,,,True,
7058B,Hepatitis A,34.4.0,,,True,
7059B,Hepatitis A immunity (IgG),34.4.0,,,True,
7060B,Hep B DNA By PCR,34.4.0,,,True,
7061B,Hep C genotype,34.4.0,,,True,
7062B,Quantitative Hep C RNA/PCR,34.4.0,,,True,
7063B,Hepatitis delta antigen,34.4.0,,,True,
7064B,Hepatitis D by PCR,34.4.0,,,True,
7065B,Hepatitis E by PCR,34.4.0,,,True,
7066B,Hepatitis G by PCR,34.4.0,,,True,
7067B,Human anti-mouse AB,34.3.0,,,True,
7068B,Dihydrotestosterone,34.1.1,,,True,
7069B,Anti-La,34.3.0,,,True,
7070B,Inhibin A,34.1.1,,,True,
7071B,Ionised calcium,34.3.0,,,True,
7072B,Kleihauer test,34.2.0,,,True,
7073B,Leishmania blood film,34.2.0,,,True,
7074B,Leucine amino peptidase,34.1.1,,,True,
7075B,Fibrotest,34.1.1,,,True,
7076B,Red cell morphology,34.2.0,,,True,
7077O,LGV (chlamydia) PCR,34.4.0,,,True,
7078B,Androstanediol-glucuronide,34.1.1,Narrative change from 'Androstenediol-glucuronid' to 'Androstanediol-glucuronide' in January 2016,,True,
7079B,Phosphatidylserine ABS,34.2.0,,,True,
7080H,Hair mineral analysis,34.1.2,,,True,
7081B,Myco pneumoniae PCR,34.4.0,,,True,
7082U,Urinary steroids,34.1.1,,,True,
7083F,Secretory IgA,34.1.1,,,True,
7084B,Salbutomol,34.1.1,,,True,
7085B,Paragomius serology,34.3.0,,,True,
7086B,Ascariasis serology,34.3.0,,,True,
7087B,Histamine - plasma,34.3.0,,,True,
7088B,Protein S free antigen,34.2.0,,,True,
7089B,Cholinesterase (red cell),34.1.1,,,True,
7090B,Paranodal Antibody,34.1.1,New code added in October 2023,,True,
7090O,Viral respiratory sample,34.4.0,,,True,
7091B,Ribosomal antibodies,34.3.0,,,True,
7092B,Ross river virus serology,34.4.0,,,True,
7093B,Rubella by PCR,34.4.0,,,True,
7094B,Lycopene,34.1.1,,,True,
7095B,Urea,34.1.1,,,True,8102B
7096B,Pancreatic polypeptide,34.1.1,,,True,
7097B,Anti SSDNA antibodies,34.3.0,,,True,
7098B,Taipan venom time,34.2.0,,,True,
7099B,Reticulin ABS (IgA),34.3.0,,,True,
7100B,Phosphatidylethanolamine AB,34.1.1,,,True,
7101O,Sperm aneuploidy (Fish),34.1.3,,,True,
7102O,Semen reactive oxygen species (ROS) test,34.1.1,Narrative change from 'Sperm reactive oxidative' to 'Semen reactive oxygen species (ROS) test' in August 2015,,True,
7103O,Progesterone immunohisto,34.5.0,,,True,
7104O,Mitochondrial ABS - M2,34.3.0,,,True,
7105O,N-Acetyl-B-Glucosaminidas,34.1.1,,,True,
7106B,Pyruvate kinase,34.1.1,,,True,
7107O,Pancreolauryl test,34.1.1,,,True,
7108O,Pneumococcus antigen,34.4.0,,,True,
7109B,Platelet AB,34.3.0,,,True,
7110B,Plasminogen activinhib 1,34.1.1,,,True,
7111B,Thalassaemia,34.2.0,Narrative change from 'Thallassaemia' to 'Thalassemia' in August 2015Narrative change from 'Thalassemia' to 'Thalassaemia' in October 2015,,True,
7113B,Tick-borne virus,34.4.0,,,True,
7114B,Tularaemia antibodies,34.4.0,,,True,
7115B,Torch,34.4.0,,,True,
7116B,Bilirubin - total,34.1.1,,,True,"8060B, 8061B"
7116O,Bilirubin - total,34.1.1,New code added in May 2022,,True,
7117B,Hep B core AB - total,34.4.0,,,True,
7118B,Transferrin,34.1.1,,,True,
7119B,Squamous cell carcinoma antigen,34.5.0,Narrative change from 'Squamous cell carcinoma' to 'Squamous cell carcinoma antigen' in November 2015,,True,
7120B,Tissue polypeptide AG,34.3.0,,,True,
7121B,Atypical antibody quantitation,34.3.0,,,True,
7122U,Urine bilirubin,34.1.1,,,True,
7123U,Urine haemoglobin,34.1.1,,,True,
7125U,Urine iron,34.1.1,,,True,
7127U,Urine urea,34.1.1,,,True,
7128B,Coccidioidomycosis AB,34.4.0,,,True,
7129B,Vitamin B5 serum,34.1.1,,,True,
7130B,Immunofixation (IFE),34.1.1,New code added in October 2023,,True,
7130U,Vitamin B5 urine,34.1.1,,,True,
7131B,Yellow fever AB S,34.4.0,,,True,
7132O,Chlamydia and gonorrhoea by PCR (any site),34.4.0,,,True,
7132U,Schistosoma -  Urine (Usch),34.4.0,New code added in June 2024,,True,
7133B,Anti testicular AB S,34.3.0,,,True,
7134O,MRSA swab by culture,34.4.0,,,True,
7135B,IgG food panel (200 parameters),34.3.0,Narrative change from 'IgG food panel (200)' to 'IgG food panel (200 parameters)' in September 2015,,True,
7136B,Mycoplasma antibodies IgG/IgM,34.4.0,,,True,
7138O,Amnio BOBs,34.1.3,,,True,
7139B,Natural killer cell count,34.1.1,,,True,
7140B,CD5 lymphocyte marker,34.1.1,,,True,
7141B,HLA DQ2 - DQ8,34.2.0,,,True,
7142O,Candida species identification,34.4.0,,,True,
7143O,Cystic fibrosis poly-T,34.1.1,,,True,
7144U,Gamma-hydroxy-butyrate,34.1.1,,,True,
7145O,Amniotic fluid for culture,34.4.0,,,True,
7146B,Chorionic villus culture,34.4.0,,,True,
7147B,Chorionic villus PCR/cult,34.4.0,,,True,
7148B,EBV EA IGA antibodies,34.4.0,Narrative change from 'EBV EA IGA anitbodies' to 'EBV EA IGA antibodies' in November 2020,,True,
7149B,EBV viral capsid antigen IgA,34.4.0,,,True,
7150O,Viral eye swab,34.4.0,,,True,
7151B,Factor 9 inhib Abs - Bethesda,34.2.0,,,True,
7152B,Factor 8 inhib Abs - Bethesda,34.2.0,,,True,
7153B,Fasting insulin resistance index,34.1.1,,,True,
7154B,FAC II FAC V and MTHFR,34.2.0,,,True,
7155B,GD1B antibodies,34.3.0,,,True,
7156B,Haemoglobin,34.2.0,,,True,
7157B,Hepatitis B core Abs - IgM,34.4.0,,,True,
7159B,Hepatitis B resistant mutation,34.4.0,,,True,
7160B,Hepatitis B immunity,34.4.0,,,True,2269B
7161B,Hepatitis C core antigen,34.4.0,,,True,
7162B,Hepatitis C riba confirm,34.4.0,,,True,
7163B,Complex  PSA,34.1.1,,,True,
7164B,CRP - high sensitivity,34.4.0,,,True,
7165B,Herpes virus 6 by PCR,34.4.0,,,True,
7166B,HHV8 DNA PCR,34.4.0,,,True,
7167B,Indirect coombs,34.2.0,,,True,
7168B,Semen leucocytes,34.6.0,New code added in November 2014,,True,
7169B,Prothrombin time + dose,34.2.0,,,True,
7170B,Interleukin 1 alpha,34.1.1,,,True,
7171B,Interleukin 1 beta,34.1.1,,,True,
7172B,Interleukin 2 receptor,34.1.1,,,True,
7174B,Interleukin 4,34.1.1,,,True,
7175B,Interleukin 8,34.1.1,,,True,
7176U,Isocyanides,34.1.1,,,True,
7177B,Legionella confirmation,34.4.0,,,True,
7178B,Di george synd BOBs,34.1.3,,,True,
7179O,Sperm morphology,34.6.0,New code added in November 2014,,True,
7180O,CSF protein,34.1.1,,,True,
7181O,Swab for gonorrhoea by culture,34.4.0,,,True,
7182B,C1 esterase - functional + total,34.1.1,,,True,
7183B,Oestradiol by RIA,34.1.1,,,True,
7184B,Pesticides & related substances screen,34.1.1,,,True,
7185U,Pethidine,34.1.1,,,True,
7186B,Free plasma haemoglobin,34.2.0,Narrative change from 'Haemoglobin - plasma' to 'Free plasma haemoglobin' in August 2015,,True,
7187B,Plasma sterols,34.1.1,,,True,
7188B,Pai-1 4g/5g polymorphism,34.1.3,,,True,
7189O,Fungal identification,34.4.0,,,True,
7190U,Opiate/amp confirmation,34.1.1,,,True,
7191B,Fibronectin,34.2.0,,,True,
7192U,Propoxyphene,34.1.1,,,True,
7193B,Super sensitive PSA,34.1.1,,,True,
7194B,Therapeutic drug assay,34.1.1,Code inactivated in August 2015,,False,
7195B,NK cytotoxicity,34.1.1,,,True,
7196O,Organism ID and sensitivities,34.4.0,Code inactivated in September 2015,,False,
7197B,Mineral screen using whole blood,34.1.1,Narrative change from 'Whole blood minerals' to 'Mineral screen using whole blood' in August 2015,,True,
7198B,Spinal muscle atrophy,34.1.1,,,True,
7199M,Iron stain - bone marrow,34.3.0,,,True,
7200M,MGG stain - bone marrow,34.3.0,,,True,
7201O,Carbapenem-resistant enterobacteriaceae (CRE) screen by culture,34.4.0,Narrative change from 'Resistant organism' to 'Carbapenem-resistant rnterobacteriaceae (CRE) screen by culture' in August 2015Narrative change from 'Carbapenem-resistant rnterobacteriaceae (CRE) screen by culture' to 'Carbapenem-resistant enterobacteriaceae (CRE) screen by culture' in October 2015,,True,
7202B,Steroid cell antibody,34.1.1,,,True,
7203F,Campylobacter AG,34.4.0,,,True,
7204U,Pre-eclampsia,34.1.1,Code inactivated in September 2015,,False,
7205U,Trimethylaminuria,34.1.1,,,True,
7206O,Retrograde ejaculation,34.1.1,,,True,
7207B,Mucolipidosis,34.1.1,,,True,
7208B,2-butanone GC,34.1.1,,,True,
7209B,Xylene blood,34.1.1,,,True,
7210B,Mefloquine,34.1.1,,,True,
7211B,N methyl acetamide,34.1.1,,,True,
7212B,BOBs CVS,34.1.3,,,True,
7213B,Pneumocystis examination,34.5.0,,,True,
7214B,Anion gap,34.1.1,,,True,
7215B,Cysticercosis by western blot,34.4.0,,,True,
7216U,Trichloracetic acid,34.1.1,,,True,
7217B,Total antioxidant status,34.1.1,,,True,
7218B,Toxoplasma by PCR,34.4.0,,,True,
7219O,Trichomonas vaginalis,34.4.0,,,True,
7220B,NBS blood group confirmation,34.2.0,Code inactivated in April 2023,,False,
7221B,Blood urea nitrogen,34.1.1,,,True,
7222U,Urine metabolic screen,34.1.1,,,True,
7223U,Urine indium,34.1.1,,,True,
7224U,Urinary melatonin,34.1.1,,,True,
7225U,Urine alcohol,34.1.1,,,True,
7226U,Muconic acid,34.1.1,,,True,
7227B,Histamine,34.1.1,,,True,
7228U,Urine kryptopyrroles,34.1.1,,,True,
7229U,OMP methylhippuric acid,34.1.1,,,True,
7230U,Butoxyacetic acid,34.1.1,,,True,
7231U,Urmandelic acid/styrene,34.1.1,,,True,
7232U,Vanadium,34.1.1,,,True,
7233U,Urine xylene,34.1.1,,,True,
7234O,Atopobium vaginae PCR,34.4.0,,,True,
7235B,Varicella zoster IgA,34.4.0,,,True,
7236B,Varicella zoster IgM,34.4.0,,,True,
7237F,Selective culture for Vibrio cholerae,34.4.0,Narrative change from 'Vibrio' to 'Selective culture for Vibrio cholerae' in August 2015,,True,
7238O,Corona virus PCR,34.4.0,,,True,
7239B,Magnesium whole blood,34.1.1,,,True,
7240B,Zinc - whole blood,34.1.1,,,True,
7241B,Mycoplasma pneu IgG/IgM,34.4.0,,,True,
7242B,Non-invasive prenatal testing (e.g. The Harmony),34.1.3,New code added in November 2014Narrative change from 'Non-invasive prenatal testing' to 'Non-invasive prenatal testing (e.g. The Harmony)' in August 2015,,True,
7243O,HPV - thin prep,34.5.0,New code added in November 2014,,True,
7244O,HPV 20 subtypes - tissue,34.5.0,New code added in November 2014,,True,
7245O,HPV by PCR - 20 Subtypes,34.5.0,New code added in November 2014,,True,
7245U,Urinary analysis (automated),34.1.0,,,True,
7246O,Fungal microscopy and culture,34.4.0,,,True,
7247O,HPV MRNA,34.5.0,New code added in November 2014,,True,
7248O,Chromosomes + amnio + AFP,34.1.3,New code added in November 2014,,True,
7249B,Extracted DNA,34.1.3,New code added in November 2014,,True,
7249O,"HPV DNA type 16, 18, collective",34.5.0,New code added in November 2014,,True,
7250B,DNA profile/fingerprint,34.1.3,New code added in November 2014Code inactivated in September 2015,,False,
7251B,Comparative DNA testing,34.1.3,New code added in November 2014Code inactivated in September 2015,,False,
7252U,Propoxyphene,34.1.1,New code added in November 2014Code inactivated in October 2015,,False,
7253B,Pregnancy-associated plasma protein A (PAPP-A),34.2.0,New code added in November 2014,,True,
7254B,Confirmatory HIV (3 Tests),34.4.0,New code added in November 2014,,True,
7255B,STDX + Syphilis,34.4.0,New code added in November 2014,,True,
7256B,MPX HIV-HBV-HCV by PCR,34.4.0,New code added in November 2014,,True,
7257B,Specific IgG4 antibodies,34.1.1,New code added in November 2014,,True,
7258B,Lipoprotein-associated phospholipase A2 (Lp-PLA2),34.1.1,New code added in November 2014,,True,
7259B,Platelets,34.2.0,New code added in November 2014Code inactivated in September 2015,,False,
7260U,LSD,34.1.2,New code added in November 2014,,True,
7261O,Narcolepsy gene,34.1.3,New code added in November 2014,,True,
7262U,Urine microscopy,34.4.0,New code added in November 2014,,True,
7263C,CSF Microscopy,34.4.0,New code added in May 2021,,True,
7263O,Microscopy for AAFB,34.4.0,New code added in November 2014,,True,
7264H,Drug on hair - non COC,34.1.2,New code added in November 2014,,True,
7265U,DOAL (without COC),34.1.2,New code added in November 2014,,True,
7266U,Cocaine-confirmation by GCMS,34.1.2,New code added in November 2014,,True,
7267O,Seminal fluid post vasectomy,34.6.0,New code added in November 2014,,True,
7268U,Post-Prostatic Massage,34.6.0,New code added in November 2014,,True,
7269U,Pre-Prostatic Massage,34.6.0,New code added in November 2014,,True,
7270B,Chromosome - products of C,34.1.3,New code added in November 2014,,True,
7271O,Amniotic fluid PCR/culture,34.1.3,New code added in November 2014,,True,
