Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
Q0710,Radical hysterectomy and lymphadenectomy (Wertheim's) +/- ureterolysis,14.1.0,Narrative change from Radical hysterectomy and lymphadenectomy (wertheim's) to ?Radical hysterectomy and lymphadenectomy (wertheim's) +/- ureterolysis in Sept 2014,,TRUE,"GA517, M2530, M2580, M2581, M2582, M3000, M4510, M4514, Q0100, Q0711, Q0712, Q0740, Q0750, Q0752, Q0790, Q0791, Q0792, Q0800, Q0830, Q0880, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q2230, Q2231, Q2232, Q2233, Q2235, Q2236, Q3800, Q3900, T3600, T4130, T4300, T4302, T4303, T8563, T8580"
Q0711,Robotic assisted radical hysterectomy and lymphadenectomy (Wertheim's) +/- ureterolysis,14.1.0,New code added in February 2019,,TRUE,"GA517, M2530, M2580, M2581, M2582, M3000, M4510, M4514, Q0100, Q0710, Q0712, Q0740, Q0750, Q0751, Q0752, Q0790, Q0791, Q0792, Q0800, Q0880, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q2230, Q2231, Q2232, Q2233, Q2235, Q2236, Q3800, Q3900, T3600, T4130, T4300, T4302, T4303, T8563, T8580, X1420, X1421"
Q0712,Radical trachelectomy including laparoscopic and removal of lymph nodes +/- ureterolysis,14.1.0,Narrative change from Radical trachelectomy including laparoscopic and removal of lymph nodes to ?Radical trachelectomy including laparoscopic and removal of lymph nodes +/- ureterolysis in Sept 2014,,TRUE,"M2530, M2580, M2581, M2582, M3000, M4510, M4514, Q0710, Q0711, Q0752, Q0790, Q0791, Q0830"
Q0740,"Total abdominal hysterectomy, +/- oophorectomy, +/- ureterolysis",14.1.0,"Description changed from Total abdominal hysterectomy.Narrative change from Total abdominal hysterectomy (+/- oophorectomy) to Total abdominal hysterectomy (+/- oophorectomy) +/- ureterolysis in Sept 2014Narrative change from 'Total abdominal hysterectomy (+/- oophorectomy) +/- ureterolysis' to 'Total abdominal hysterectomy, +/- oophrectomy, +/- ureterolysis' in August 2024",,TRUE,"GA517, H1700, J9901, J9902, J9903, J9904, J9904, J9905, J9906, J9907, J9908, M2530, M2580, M2581, M2582, P3192, Q0100, Q0710, Q0711, Q0750, Q0751, Q0752, Q0790, Q0791, Q0792, Q0800, Q0830, Q0880, Q0890, Q0920, Q0930, Q2230, Q2231, Q2232, Q2233, Q2234, Q2235, Q2236, Q3900, S5210, T3600, T4130, T4300, T4302, T4303, X1420, X1421"
Q0750,"Subtotal abdominal hysterectomy, +/- oophorectomy, +/- ureterolysis",14.1.0,"Description changed from Subtotal abdominal hysterectomyNarrative change from Subtotal abdominal hysterectomy (+/- oophorectomy) to Subtotal abdominal hysterectomy (+/- oophorectomy) +/- ureterolysisNarrative change from 'Subtotal abdominal hysterectomy (+/- oophorectomy) +/- ureterolysis' to 'Subtotal abdominal hysterectomy, +/- oophrectomy, +/- ureterolysis' in August 2024",,TRUE,"GA517, H1700, J9901, J9901, J9902, J9903, J9904, J9905, J9906, J9907, J9908, M2530, M2580, M2581, M2582, P2380, P2390, P3192, Q0710, Q0711, Q0740, Q0751, Q0752, Q0790, Q0791, Q0792, Q0800, Q0830, Q0880, Q2230, Q2231, Q2232, Q2233, Q2234, Q2235, Q2236, Q3800, Q3900, T3600, T4130, T4300, T4302, T4303, X1420, X1421"
Q0751,"Laparoscopic subtotal hysterectomy, +/- oophorectomy, +/- ureterolysis",14.1.0,"Description changed from Laparoscopic subtotal hysterectomy. Narrative change from Laparoscopic subtotal hysterectomy (+/- oophorectomy) to Laparoscopic subtotal hysterectomy (+/- oophorectomy) +/- ureterolysis in Sept 2014Narrative change from 'Laparoscopic subtotal hysterectomy (+/- oophorectomy) +/- ureterolysis' to 'Laparoscopic subtotal hysterectomy, +/- oophorectomy, +/- ureterolysis' in August 2024",,TRUE,"GA517, M2530, M2580, M2581, M2582, P2380, P2390, P3192, Q0711, Q0740, Q0750, Q0752, Q0790, Q0791, Q0792, Q0800, Q0830, Q2234, T3600, X1420, X1421"
Q0752,Robotic assisted subtotal hysterectomy (+/- oophorectomy),14.1.0,Narrative change from 'Robot assisted laparoscopic subtotal hysterectomy (+/- oophorectomy)' to 'Robotic assisted laparoscopic subtotal hysterectomy (+/- oophorectomy)' in June 2016Narrative change from 'Robotic assisted laparoscopic subtotal hysterectomy (+/- oophorectomy)' to 'Robotic assisted subtotal hysterectomy (+/- oophorectomy)' in February 2024,,TRUE,"GA517, J9908, Q0710, Q0711, Q0712, Q0740, Q0750, Q0751, Q0790, Q0792, Q0800, Q0830, Q0880, Q1802, Q2234, Q3800, T3600, X1420, X1421"
Q0780,Hysterectomy and removal of uterine adnexa,14.1.0,,,FALSE,
Q0790,"Laparoscopic total hysterectomy, +/- oophorectomy, +/- ureterolysis",14.1.0,"Narrative change from Laparoscopic total hysterectomy (+/- oophorectomy) to ?Laparoscopic total hysterectomy (+/- oophorectomy) +/- ureterolysis in Sept 2014Narrative change from 'Laparoscopic total hysterectomy (+/- oophorectomy) +/- ureterolysis' to 'Laparoscopic total hysterectomy, +/- oophrectomy, +/- ureterolysis' in August 2024",,TRUE,"GA517, M2530, M2580, M2581, M2582, P2380, P2390, P3192, Q0100, Q0710, Q0711, Q0712, Q0740, Q0750, Q0751, Q0752, Q0791, Q0792, Q0800, Q0830, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q2230, Q2231, Q2232, Q2233, Q2234, Q2235, Q2236, Q3800, Q3900, Q4400, Q4401, R1820, R2510, T3600, T4130, T4300, T4302, T4303, X1420, X1421"
Q0791,Robotic assisted total hysterectomy (+/- oophorectomy),14.1.0,Narrative change from 'Robot assisted laparoscopic total hysterectomy (+/- oophorectomy)' to 'Robotic assisted laparoscopic total hysterectomy (+/- oophorectomy)' in June 2016Narrative change from 'Robotic assisted laparoscopic total hysterectomy (+/- oophorectomy)' to 'Robotic assisted total hysterectomy (+/- oophorectomy)' in February 2024,,TRUE,"GA517, J9908, P3197, Q0100, Q0710, Q0711, Q0712, Q0740, Q0750, Q0751, Q0790, Q0792, Q0800, Q0830, Q0880, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q2234, Q3800, Q3900, Q4400, Q4401, R1820, R2510, T3600, T4130, T4300, T4302, T4303, X1420, X1421"
Q0792,Prophylactic hysterectomy (+/- oophorectomy),14.1.0,New code added in September 2019,,TRUE,"GA517, M2530, M2580, M2581, M2582, P2380, P2390, Q0100, Q0710, Q0711, Q0740, Q0750, Q0751, Q0752, Q0790, Q0791, Q0800, Q0830, Q0880, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q2230, Q2231, Q2232, Q2233, Q2234, Q2235, Q2236, Q3800, Q3900, Q4400, Q4401, R1820, R2510, T3600, T4130, T4300, T4302, T4303, X1420, X1421"
Q0800,Vaginal hysterectomy without laparoscopic assistance,14.1.0,,,TRUE,"A7350, GA517, M2530, M2580, M2581, M2582, P2000, P2310, P2380, P2390, P3192, Q0100, Q0710, Q0711, Q0740, Q0750, Q0751, Q0752, Q0790, Q0791, Q0792, Q0830, Q0880, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q2230, Q2231, Q2232, Q2233, Q2234, Q2235, Q2236, Q3800, Q3900, Q4400, Q4401, R1820, R2510, T3600, T4130, T4300, T4302, T4303"
Q0830,Vaginal hysterectomy with laparoscopic assistance +/- ureterolysis,14.1.0,Narrative change from Vaginal hysterectomy with laparoscopic assistance to ?Vaginal hysterectomy with laparoscopic assistance +/-ureterolysis in Sept 14,,TRUE,"GA517, M2530, M2580, M2581, M2582, P2310, P2380, Q0100, Q0710, Q0712, Q0740, Q0750, Q0751, Q0752, Q0790, Q0791, Q0792, Q0800, Q0880, Q0890, Q0920, Q0930, Q1030, Q1700, Q1705, Q1800, Q1802, Q2230, Q2231, Q2232, Q2233, Q2234, Q2235, Q2236, Q3800, Q3900, Q4400, Q4401, R1820, R2510, T3600, T4130, T4300, T4302, T4303"
Q0880,Hysterectomy with excision / biopsy and/or removal of omentum and uterine adnexa for ovarian malignancy +/- ureterolysis,14.1.0,Description changed from Hysterectomy and removal of uterine adnexa for ovarian malignancy including operation on omentum. Narrative change from Hysterectomy with excision / biopsy and/or removal of omentum and uterine adnexa for ovarian malignancy to ?Hysterectomy with excision / biopsy and/or removal of omentum and uterine adnexa for ovarian malignancy +/-ureterolysis in Sept 2014,,TRUE,"GA517, H0210, H1700, J9901, J9902, J9903, J9904, J9905, J9907, J9908, M2530, M2580, M2581, M2582, Q0100, Q0710, Q0711, Q0740, Q0750, Q0752, Q0791, Q0792, Q0800, Q0830, Q1802, Q2230, Q2231, Q2232, Q2233, Q2234, Q2234, Q2235, Q2236, Q3800, Q4400, Q4401, T3600, X1420, X1421"
Q0890,Vaginal hysterectomy including salpingo-oophorectomy (including laparoscopically assisted) +/- ureterolysis,14.1.0,Narrative change from Vaginal hysterectomy including salpingo-oophorectomy (including laproscopically assisted) to ?Vaginal hysterectomy including salpingo-oophorectomy (including laproscopically assisted) +/-ureterolysis in Sept 2014Narrative change from 'Vaginal hysterectomy including salpingo-oophorectomy (including laproscopically assisted) +/- ureterolysis' to 'Vaginal hysterectomy including salpingo-oophorectomy (including laparoscopically assisted) +/- ureterolysis' in December 2014,,TRUE,"GA517, H1700, M2530, M2580, M2581, M2582, P2310, P2380, P2390, P3192, Q0710, Q0711, Q0740, Q0790, Q0791, Q0792, Q0800, Q0830, Q0920, Q2230, Q2231, Q2232, Q2233, Q2234, Q2235, Q2236, T3600, T4300, T4303, X1420, X1421"
Q0920,Myomectomy (including laparoscopically) +/- ureterolysis,14.1.0,Narrative change from Myomectomy (including laparoscopically) to ?Myomectomy (including laparoscopically) +/-ureterolysis in Sept 2014,,TRUE,"GA517, M2530, M2580, M2581, M2582, P2380, P2390, P3192, Q0710, Q0711, Q0740, Q0790, Q0791, Q0792, Q0800, Q0830, Q0890, Q0930, Q0950, Q1700, Q1705, Q1802, Q2081, Q3900, T3600, T4130, T4300, T4302, T4303"
Q0930,Robotic assisted myomectomy,14.1.0,Narrative change from 'Robot assisted laparoscopic myomectomy' to 'Robotic assisted laparoscopic myomectomy' in June 2016Narrative change from 'Robotic assisted laparoscopic myomectomy' to 'Robotic assisted myomectomy' in February 2024,,TRUE,"GA517, P2380, P2390, P3192, Q0710, Q0711, Q0740, Q0790, Q0791, Q0792, Q0800, Q0830, Q0920, Q0950, Q3900, T3600, T4130, T4300, T4302, T4303"
Q0950,Plastic reconstruction of uterus,14.1.0,,,TRUE,"Q0920, Q0930, Q2081"
Q1010,Dilation of cervix uteri and curettage of retained products of conception following miscarriage,14.1.0,Description changed from Dilation of cervix uteri and curettage of products of conception - including vacuum aspiration (ERPC)Narrative change from 'Dilation of cervix uteri and curettage of retained products of conception following spontaneous abortion' to 'Dilation of cervix uteri and curettage of retained products of conception following miscarriage' in October 2018,,TRUE,"Q1800, R2810"
Q1010,Dilation of cervix uteri and curettage of retained products of conception following miscarriage,14.3.0,Description changed from Dilation of cervix uteri and curettage of products of conception - including vacuum aspiration (ERPC)Narrative change from 'Dilation of cervix uteri and curettage of retained products of conception following spontaneous abortion' to 'Dilation of cervix uteri and curettage of retained products of conception following miscarriage' in October 2018,,TRUE,"Q1800, R2810"
Q1030,Dilatation of cervix uteri and curettage of uterus (including polypectomy and diathermy of cervix),14.1.0,,,TRUE,"GA517, P2380, P2390, Q0710, Q0711, Q0790, Q0791, Q0792, Q0800, Q0830, Q1280, Q1800, Q2020, Q3110"
Q1030,Dilatation of cervix uteri and curettage of uterus (including polypectomy and diathermy of cervix),14.3.0,,,TRUE,"GA517, P2380, P2390, Q0710, Q0711, Q0790, Q0791, Q0792, Q0800, Q0830, Q1280, Q1800, Q2020, Q3110"
Q1111,Manual vacuum aspiration of retained products of conception,14.1.0,New code added in September 2021,,TRUE,
Q1130,Hysteroscopic removal of retained products of conception,14.1.0,New code added in February 2021Code inactivated in May 2021,,FALSE,
Q1131,Hysteroscopic removal of retained products of conception,14.1.0,New code added in May 2021,,TRUE,
Q1280,Introduction of a Mirena coil,14.1.0,,,TRUE,"Q1030, Q1700, Q1705, Q1800, Q1802"
Q1281,Removal and/or replacement of an embedded / migrated Mirena coil (as sole procedure),14.1.0,New code added in February 2017,,TRUE,"Q1700, Q1705, Q1800, Q1802"
Q1700,Therapeutic hysteroscopic operations on uterus (including endometrial ablation excluding microwave or radiofrequency ablation) +/- Mirena coil insertion,14.1.0,Description changed from Therapeutic endoscopic operations on uterus (including endometrial ablation)Narrative change from 'Therapeutic hysteroscopic operations on uterus (including endometrial ablation excluding microwave or radiofrequency ablation)' to 'Therapeutic hysteroscopic operations on uterus (including endometrial ablation excluding microwave or radiofrequency ablation) +/- Mirena coil insertion' in July 2018,,TRUE,"GA517, P2380, P2390, P3192, Q0220, Q0230, Q0330, Q0710, Q0711, Q0790, Q0791, Q0792, Q0800, Q0830, Q0920, Q1280, Q1281, Q1702, Q1703, Q1705, Q1800, Q1802, Q2020, S5210"
Q1701,"Laparoscopic excision of endometriosis, +/-ureterolysis",14.1.0,"Description changed from Laparoscopic excision of endometrium Narrative change from Laparoscopic excision of endometriosis to Laparoscopic excision of endometriosis, +/-ureterolysis in July 2014",,TRUE,"J0900, M2530, M2580, M2581, M2582, P3190, P3191, P3192, P3195, P3196, P3197, Q3800, Q3900"
Q1702,Microwave endometrial ablation (including hysteroscopy),14.1.0,,,TRUE,"Q1700, Q1705, Q1800, Q2020, Q2081, S5210"
Q1703,Impedance controlled bipolar radiofrequency ablation for menorrhagia (including hysteroscopy),14.1.0,,,TRUE,"Q1700, Q1705, Q1800, Q2020, Q2081"
Q1704,"Robotic assisted excision of endometriosis, +/-ureterolysis",14.1.0,"New code added in November 2020Narrative change from 'Robotic assisted laparoscopic excision of endometriosis, +/-ureterolysis' to 'Robotic assisted excision of endometriosis, +/-ureterolysis' in February 2024",,TRUE,"M2530, M2580, M2581, M2582, P3190, P3191, P3192, P3195, P3196, P3197, Q3800, Q3900"
Q1705,Robotic assisted therapeutic hysteroscopic operations on uterus (including endometrial ablation excluding microwave or radiofrequency ablation),14.1.0,New code added in April 2024,,TRUE,"GA517, P2380, P2390, P3192, Q0220, Q0230, Q0330, Q0710, Q0711, Q0790, Q0791, Q0792, Q0800, Q0830, Q0920, Q1280, Q1281, Q1700, Q1702, Q1703, Q1800, Q1802, Q2020, S5210"
Q1710,Hysteroscopic morcellation of uterine leiomyomas (fibroids),14.1.0,New code added in October 2018,,TRUE,
Q1711,Laparoscopic morcellation of uterine leiomyomas (fibroids),14.1.0,New code added in October 2018,,TRUE,
Q1720,Transcervical radiofrequency ablation of uterine fibroids under image guidance,14.1.0,New code added in May 2019,,TRUE,
Q1800,"Hysteroscopy (including biopsy, dilatation, +/- cauterisation, curettage and resection of polyp(s) +/- Mirena coil insertion)",14.1.0,"Description changed from Hysteroscopy including biopsy, dilation, curettage and polypectomy. Narrative change from Hysteroscopy (including biopsy, dilatation, curettage and polypectomy +/- Mirena coil insertion) to Hysteroscopy (including biopsy, dilatationNarrative change from 'Hysteroscopy (including biopsy, dilatation, curettage and resection of polyp(s) +/- Mirena coil insertion)' to 'Hysteroscopy (including biopsy, dilatation, +/- cauterisation, curettage and resection of polyp(s) +/- Mirena coil insertion)' in July 2017Narrative change from 'Hysteroscopy (including biopsy, dilatation, +/- cauterisation, curettage and resection of polyp(s) +/- Mirena coil insertion)' to 'Hysteroscopy (including biopsy, dilatation, +/- Mirena coil insertion)' in October 2023Narrative change from 'Hysteroscopy (including biopsy, dilatation, +/- Mirena coil insertion)' to 'Hysteroscopy (including biopsy, dilatation, +/- cauterisation, curettage and resection of polyp(s) +/- Mirena coil insertion)' in October 2023",,TRUE,"GA517, P2380, P2390, P3192, Q0220, Q0340, Q0710, Q0711, Q0790, Q0791, Q0792, Q0800, Q0830, Q1010, Q1030, Q1280, Q1281, Q1700, Q1702, Q1703, Q1705, Q1802, Q2020, R2810, S5210"
Q1802,Hysteroscopy with resection of fibroids (excluding morcellation) +/- insertion of Mirena coil,14.1.0,"Narrative change from Hysteroscopy with resection of fibroid to Hysteroscopy with resection of fibroid +/- insertion of mirena coil in July 2013Narrative change from 'Hysteroscopy with resection of fibroids +/- insertion of Mirena coil' to 'Hysteroscopy with resection of fibroids (excluding morcellation) +/- insertion of Mirena coil' in October 2018Narrative change from 'Hysteroscopy with resection of fibroids (excluding morcellation) +/- insertion of Mirena coil' to 'Hysteroscopy with resection of polyps/fibroids (excluding morcellation) +/- insertion of Mirena coil' in October 2023Narrative change from 'Hysteroscopy with resection of polyps/fibroids (excluding morcellation) +/- insertion of Mirena coil' to 'Hysteroscopy with resection of fibroids (excluding morcellation) +/- insertion of Mirena coil
' in October 2023",,TRUE,"GA517, P2380, P2390, P3192, Q0710, Q0711, Q0752, Q0790, Q0791, Q0792, Q0800, Q0830, Q0880, Q0920, Q1280, Q1281, Q1700, Q1705, Q1800, Q2081"
Q1900,Repair of uterine niche,14.1.0,New code added in August 2024,,TRUE,
Q1901,Robotic assisted repair of uterine niche,14.1.0,New code added in August 2024,,TRUE,
Q2020,Endometrial biopsy or aspiration,14.1.0,,,TRUE,"Q1030, Q1700, Q1702, Q1703, Q1705, Q1800"
Q2080,Ventro-suspension of uterus (including laparoscopic),14.2.0,,,TRUE,
Q2081,Myolysis of uterine fibroids,14.1.0,,,TRUE,"Q0920, Q0950, Q1702, Q1703, Q1802, XR365"
Q2230,"Laparoscopic oophorectomy and salpingectomy, +/- biopsy eg. omentum, peritoneum, lymph node (as sole procedure) - bilateral",14.1.0,"Changed from Oophorectomy and salpingectomy (as sole procedure) (including bilateral) to Oophorectomy and salpingectomy, +/- biopsy (as sole procedure) (including bilateral) in March 2013 Narrative change from Oophorectomy and salpingectomy, +/- biopsy (as sole procedure) (including bilateral) to Oophorectomy and salpingectomy, +/- biopsy eg. omentum, peritoneum, lymph node (as sole procedure) (including bilateral) in Dec 13Narrative change from 'Oophorectomy and salpingectomy, +/- biopsy eg. omentum, peritoneum, lymph node (as sole procedure) (including bilateral)' to 'Oophorectomy and salpingectomy, +/- biopsy eg. omentum, peritoneum, lymph node (as sole procedure) - bilateral' in April 2017Narrative change from 'Oophorectomy and salpingectomy, +/- biopsy eg. omentum, peritoneum, lymph node (as sole procedure) - bilateral' to 'Laparoscopic oophorectomy and salpingectomy, +/- biopsy eg. omentum, peritoneum, lymph node (as sole procedure) - bilateral' in November 2017",,TRUE,"GA517, H0210, H1700, J9901, J9902, J9903, J9904, J9905, J9906, J9907, J9908, Q0710, Q0711, Q0740, Q0750, Q0790, Q0792, Q0800, Q0830, Q0880, Q0890, Q2234, Q3800, Q3900, Q4400, T4300"
